source	target	weight
GPR101	SMEK3P	0.870436471040839
MIR181B2	UGT1A3	0.906878992122741
RAB9BP1	UGT1A3	0.906878992122741
AMY1C	KRT85	0.906430634461842
AMY1C	LOC286442	0.906430634461842
AMY1C	LINC00332	0.906430634461842
AMY1C	MIR190A	0.906430634461842
OR6K6	RNY5	0.9033784010081
OR5B3	SNORD121A	0.902708512430133
GPR50	OTOP3	0.899360320982585
DUSP21	OTOP3	0.899360320982585
CDRT15P2	KRT16P3	0.898498186923174
KRT16P3	MIR592	0.898498186923174
DEFA1	DEFA1B	1
KRTAP10-5	TREML5P	0.894586102989491
ACTN1-AS1	KRTAP10-7	0.888897042069826
KRTAP10-4	KRTAP10-7	0.888897042069826
KRTAP10-7	MIR3666	0.888897042069826
GPRC5D	OLIG3	0.84938767314984
MIR3202-1	OR51G1	0.885128916599207
DEFB118	OR51G1	0.885128916599207
CLC	FEZF1	0.882779345007749
DEFB128	FEZF1	0.882779345007749
FEZF1	LINC00112	0.882779345007749
FEZF1	MIR519A1	0.882779345007749
FEZF1	MIR522	0.882779345007749
FEZF1	LOC150185	0.882779345007749
FEZF1	XAGE2B	0.882779345007749
FEZF1	PAX2	0.821352611496097
C10orf120	FEZF1	0.804430659439632
FOXN1	MIR569	0.882630501459534
FOXN1	LINC00207	0.882630501459534
MIR16-1	OR8D2	0.880507421994473
OR8D2	P2RX2	0.880507421994473
OR8D2	PRG3	0.880507421994473
DNMT3L	MIR150	0.877899359262077
DNMT3L	TRPC2	0.877899359262077
KRTAP10-10	KRTAP4-6	0.877630337146149
MSMB	OR5D13	0.876816931916091
BSPH1	OR5D13	0.876816931916091
GKN1	TREML5P	0.875115833050933
GKN1	KRTAP10-5	0.782770645814988
LOC388553	MIR4271	0.874153728487497
CDRT15P2	HHEX	0.872759392103113
HHEX	MIR592	0.872759392103113
HHEX	KRT16P3	0.784077788131135
OR2V2	SPINK1	0.81238260927309
OR2F1	RNASE9	0.811411012631717
HOXC13	KRT79	0.805861900360384
LCE3C	SPRR2G	0.868355228852403
FOXI3	OR6C74	0.863948786003259
HSD17B2	OR4D9	0.863185518841614
BSND	SERPINB4	0.811110443163542
BSND	HOXC6	0.784143984570799
TEX37	TREML5P	0.857097755262932
KRTAP10-5	TEX37	0.766645738111178
GKN1	TEX37	0.749949364228721
LOC646862	MIR450A2	0.856366841537163
FLJ41350	KRT85	0.856145583165329
FLJ41350	LOC286442	0.856145583165329
FLJ41350	LINC00332	0.856145583165329
FLJ41350	MIR190A	0.856145583165329
AMY1C	FLJ41350	0.775939887049986
MIR454	REG3G	0.855430333063595
CLDN14	RNASE3	0.855315131797081
HS3ST4	HSFY1P1	0.854462687845658
KRTAP6-3	UGT1A4	0.85366270470174
UGT1A3	UGT1A4	0.831806548938391
KRTAP6-3	LOC100286922	0.853508069591486
LOC100286922	UGT1A4	0.728487762622484
MLNR	USP17L19	0.770766063849773
NCR2	OR3A1	0.851704139219952
C16orf78	C1orf68	0.849955285231299
KRT85	NEU2	0.8450375145977
LOC286442	NEU2	0.8450375145977
LINC00332	NEU2	0.8450375145977
MIR190A	NEU2	0.8450375145977
AMY1C	NEU2	0.76586783022993
FLJ41350	NEU2	0.723352715852638
BANF2	OR14I1	0.84384793139307
OR2V2	RAET1L	0.78488047230512
RAET1L	SPINK1	0.735376896983121
KRT85	SMR3B	0.842315516111124
LOC286442	SMR3B	0.842315516111124
LINC00332	SMR3B	0.842315516111124
MIR190A	SMR3B	0.842315516111124
AMY1C	SMR3B	0.763399726917213
FLJ41350	SMR3B	0.721021309493149
NEU2	SMR3B	0.711660519087172
GPR50	NREP-AS1	0.841766695710029
DUSP21	NREP-AS1	0.841766695710029
NREP-AS1	OTOP3	0.756946991819831
KRT78	MIR3202-1	0.841340829769158
DEFB118	KRT78	0.841340829769158
KRT78	OR51G1	0.744583656398915
CAPN11	OTOL1	0.73002046460776
HTR1B	SNORD37	0.838513024405087
GSTA5	HTR1B	0.838513024405087
LOC154872	SERPINA9	0.837946944381899
LOC154872	MIR548J	0.837946944381899
LOC154872	REG1B	0.837946944381899
HBM	LOC100507632	0.835009462616589
HOXA10-HOXA9	TNP2	0.834488241896365
CAPN11	SHH	0.723838609630242
AMTN	OR2B11	0.829971057032017
OR2B11	TAS2R38	0.829971057032017
AMTN	OR51B4	0.829417431419756
OR51B4	TAS2R38	0.829417431419756
ALPPL2	DNAJB8	0.828209143928186
C10orf91	DNAJB8	0.828209143928186
CD300C	DNAJB8	0.828209143928186
DNAJB8	HLA-DQA2	0.828209143928186
DNAJB8	MIR663B	0.828209143928186
DNAJB8	MOGAT2	0.828209143928186
DNAJB8	OR4E2	0.828209143928186
DNAJB8	OR4K13	0.828209143928186
DNAJB8	OR6Y1	0.828209143928186
DNAJB8	PCGEM1	0.828209143928186
AA06	DNAJB8	0.828209143928186
DNAJB8	KRTAP3-1	0.828209143928186
DNAJB8	MIR378C	0.828209143928186
DNAJB8	NR0B2	0.828209143928186
DNAJB8	OR2Y1	0.828209143928186
DNAJB8	OR3A3	0.828209143928186
DNAJB8	SERPINA5	0.828209143928186
DIAPH3-AS1	MIR610	0.827886309975592
SPANXN5	TNP2	0.827641886157082
IBSP	KRTAP6-3	0.827491385748693
IBSP	UGT1A4	0.706268967485105
IBSP	LOC100286922	0.70614094523187
MIR142	WFDC9	0.826870660415703
GPHB5	LOC100505622	0.825679612036689
OLIG3	OR5A2	0.791056872795838
GPRC5D	OR5A2	0.731328753287259
IL1F10	MIR502	0.82500889855226
LOC285548	SLFN12L	0.824850132170228
ALPPL2	RNF186	0.822945696352109
C10orf91	RNF186	0.82294569635211
CD300C	RNF186	0.822945696352109
HLA-DQA2	RNF186	0.822945696352109
MIR663B	RNF186	0.822945696352109
MOGAT2	RNF186	0.822945696352109
OR4E2	RNF186	0.82294569635211
OR4K13	RNF186	0.82294569635211
OR6Y1	RNF186	0.82294569635211
PCGEM1	RNF186	0.822945696352109
AA06	RNF186	0.82294569635211
KRTAP3-1	RNF186	0.822945696352109
MIR378C	RNF186	0.822945696352109
NR0B2	RNF186	0.82294569635211
OR2Y1	RNF186	0.822945696352109
OR3A3	RNF186	0.82294569635211
RNF186	SERPINA5	0.822945696352109
CDRT15P2	CMA1	0.82240922475673
CMA1	MIR592	0.82240922475673
CMA1	KRT16P3	0.73882254934772
CMA1	HHEX	0.717642332471437
RHOD	SNORD72	0.819941660940576
ALPPL2	RDH8	0.819888309772121
C10orf91	RDH8	0.819888309772121
CD300C	RDH8	0.819888309772121
HLA-DQA2	RDH8	0.819888309772121
MIR663B	RDH8	0.819888309772121
MOGAT2	RDH8	0.819888309772121
OR4E2	RDH8	0.819888309772121
OR4K13	RDH8	0.819888309772121
OR6Y1	RDH8	0.819888309772121
PCGEM1	RDH8	0.819888309772121
AA06	RDH8	0.819888309772121
KRTAP3-1	RDH8	0.819888309772121
MIR378C	RDH8	0.819888309772121
NR0B2	RDH8	0.819888309772121
OR2Y1	RDH8	0.819888309772121
OR3A3	RDH8	0.819888309772121
RDH8	SERPINA5	0.819888309772121
FGF22	LACRT	0.818048265883999
KRTAP29-1	TAAR1	0.81781854898185
HOXB-AS5	OR56A3	0.814758740390183
MIR211	OR56A3	0.814758740390183
OR51G2	OR56A3	0.814758740390183
MIR642B	OR56A3	0.814758740390184
OR56A3	SULT6B1	0.814758740390183
MIR1-2	MIR3976	0.813000206530628
MIR1-2	SNORD116-29	0.813000206530628
CDRT15P2	SNAR-C3	0.812770285632166
MIR592	SNAR-C3	0.812770285632166
KRT16P3	SNAR-C3	0.986013868603762
HHEX	SNAR-C3	0.709226897352857
CSH1	LOC100130480	0.811699273062542
LOC100130480	MAGEA10-MAGEA5	0.811699273062542
MIR4640	OR3A2	0.810986934113907
TTTY1	TTTY7B	0.810199033534753
DEFB110	SCXA	0.810187280733613
GIMD1	SCXA	0.810187280733613
SCXA	SNORD36C	0.810187280733613
SCXA	SIGLEC6	0.796123735482068
MYF6	SCXA	0.758208966673276
DEFB110	SCXB	0.810187280733613
GIMD1	SCXB	0.810187280733613
SCXB	SNORD36C	0.810187280733613
SCXB	SIGLEC6	0.796123735482068
MYF6	SCXB	0.758208966673276
SCXA	SCXB	1
BPY2	BPY2B	1
BPY2	BPY2C	1
BPY2B	BPY2C	1
TTTY4	TTTY4B	1
TTTY4	TTTY4C	1
TTTY4B	TTTY4C	1
HSFY1P1	LYZL1	0.809666020957818
FOXI3	KRTAP3-3	0.809156093018381
CIDEA	DEFB135	0.808433178715046
CIDEA	LRRC3-AS1	0.808433178715046
C9orf53	PLA2G2E	0.807286419767495
C9orf53	MIR4427	0.807286419767495
C9orf53	MIR4472-1	0.807286419767495
MIR3692	SERPINA13P	0.765374488816862
LOC340094	MIR1243	0.805923001690309
DRGX	SCGB2A2	0.805532427586072
DEFB4A	PDZK1IP1	0.805457304086539
PDZK1IP1	TTTY22	0.805457304086539
BPIFA3	PDZK1IP1	0.805457304086539
LINC00359	PDZK1IP1	0.805457304086539
OR1L3	PDZK1IP1	0.743215983830244
CCL8	MARCO	0.805039004579126
CCL8	KRT9	0.805039004579126
KRTAP19-8	LOC286238	0.802241150815189
KRTAP19-8	MIR433	0.802241150815189
DEFB104A	DEFB104B	1
GIP	OPN1MW2	0.800894253902313
FAM187B	POU1F1	0.799878195783092
MIR548F4	POU1F1	0.799878195783092
LOC732275	MRGPRX2	0.798982879236195
BPIFA4P	LOC732275	0.798982879236195
CPSF4L	LOC732275	0.798982879236195
CDRT15P2	PRKACG	0.79887075825939
MIR592	PRKACG	0.79887075825939
KRT16P3	PRKACG	0.717666938075287
GP9	MIR4306	0.795995736773258
KRTAP10-3	SGK110	0.794728227883634
BPIFA2	OR13F1	0.746007665643769
GNGT1	KRT85	0.792897817682745
GNGT1	LOC286442	0.792897817682745
GNGT1	LINC00332	0.792897817682745
GNGT1	MIR190A	0.792897817682745
AMY1C	GNGT1	0.718592842793683
TTTY2	TTTY7B	0.792595736922278
TTTY1	TTTY2	0.999566756075475
TTTY2B	TTTY7B	0.792595736922278
TTTY1	TTTY2B	0.999566756075475
TTTY2	TTTY2B	1
GNGT2	KRT85	0.792494410992344
GNGT2	LOC286442	0.792494410992344
GNGT2	LINC00332	0.792494410992344
GNGT2	MIR190A	0.792494410992344
AMY1C	GNGT2	0.718227084450437
CABP2	MIR3155A	0.792452208807683
ALPPL2	CDX1	0.792003055912978
C10orf91	CDX1	0.792003055912978
CD300C	CDX1	0.792003055912978
CDX1	HLA-DQA2	0.792003055912978
CDX1	MIR663B	0.792003055912978
CDX1	MOGAT2	0.792003055912978
CDX1	OR4E2	0.792003055912978
CDX1	OR4K13	0.792003055912978
CDX1	OR6Y1	0.792003055912978
CDX1	PCGEM1	0.792003055912978
AA06	CDX1	0.792003055912978
CDX1	KRTAP3-1	0.792003055912978
CDX1	MIR378C	0.792003055912978
CDX1	NR0B2	0.792003055912978
CDX1	OR2Y1	0.792003055912978
CDX1	OR3A3	0.792003055912978
CDX1	SERPINA5	0.792003055912978
MIR450A2	OR6C68	0.791166370538652
CASP12	FEZF1-AS1	0.763693161693125
ACTRT2	HOXB8	0.789748169922441
CELA3B	MIR412	0.788117145040813
CELA3B	MIR889	0.788117145040813
B4GALNT2	IFNA14	0.708462216767404
IL36G	LINC00651	0.784051226572435
EXOC3L4	IL36G	0.722855218317303
BTNL3	MIR16-1	0.783071331866887
BTNL3	P2RX2	0.783071331866887
BTNL3	PRG3	0.783071331866887
DEFB110	OR52R1	0.782870977783694
GIMD1	OR52R1	0.782870977783694
OR52R1	SNORD36C	0.782870977783694
OR52R1	SIGLEC6	0.769277022763636
MYF6	OR52R1	0.732636464730923
MIR3179-1	MIR650	0.781693189779295
MIR3179-2	MIR650	0.781693189779295
MIR3179-1	MIR3179-2	1
MIR3179-3	MIR650	0.781693189779295
MIR3179-1	MIR3179-3	1
MIR3179-2	MIR3179-3	1
MIR502	OR10G2	0.781170546983779
LCN1	MIR23C	0.780574894230844
LCN1	LOC440925	0.767155244653851
MIR3684	UGT1A1	0.780505372092013
MIR335	MIR3684	0.780505372092013
MIR3684	PRAMEF13	0.780505372092013
HOXB8	LOC646268	0.780436594257435
C20orf85	MT1DP	0.780109492387906
FOLR4	KCNAB1-AS2	0.779534688299639
FOLR4	MIR3609	0.779534688299639
LCE2D	MRGPRX2	0.778178605215977
BPIFA4P	LCE2D	0.778178605215978
CPSF4L	LCE2D	0.778178605215977
KRTAP29-1	SMR3A	0.777661758730772
CYP4B1	SPRR2D	0.777595748653026
GAGE7	SPRR2D	0.777595748653026
MB	OR5AR1	0.776374267327008
KRTAP11-1	OR5AR1	0.776374267327008
MIR514A1	OR5AR1	0.776374267327008
OR5AR1	SERPINB12	0.776374267327008
OR5AR1	SPDYE4	0.776374267327008
HNF1B	OR5AR1	0.740966017328154
LCE3C	OR14J1	0.775811751304824
KRTAP29-1	LOC100507003	0.774188349770693
FAM47B	LINC00229	0.746992307243673
MIR18A	MIR563	0.7734790649492
HS3ST6	MIR563	0.739436870589809
KRTAP29-1	MC3R	0.772820121776144
DEFB110	GKN2	0.772696573776073
GIMD1	GKN2	0.772696573776073
GKN2	SNORD36C	0.772696573776073
GKN2	SIGLEC6	0.759277592783396
GKN2	MYF6	0.72311169620552
DHRS7C	TNP2	0.770949195416066
DEFB135	MIR1226	0.770481623404806
LRRC3-AS1	MIR1226	0.770481623404806
C5orf58	FDCSP	0.770382749796172
FDCSP	TNFRSF18	0.770382749796172
FDCSP	SPATA3	0.770382749796172
